ENRM,RVK,Rørvik Airport, Ryum,M,64.8383,11.1461,,,NO,Rørvik
ENRO,RRS,Røros Airport,M,62.5736,11.3331,62.5847,11.3563,NO,Røros
ENRY,RYG,Moss Airport, Rygge,M,59.3739,10.7662,59.3837,10.8046,NO,Rygge
ENSB,LYR,Svalbard Airport, Longyear,M,78.2433,15.4180,78.2488,15.5163,NO,Longyearbyen
ENSH,SVJ,Svolvær Helle Airport,M,68.2433,14.6692,,,NO,Svolvær
ENSK,SKN,Stokmarknes Skagen Airport,M,68.5788,15.0334,,,NO,Hadsel
ENSN,SKE,Skien Airport,M,59.1788,9.5652,59.1912,9.5689,NO,Geiteryggen
ENSO,SRP,Stord Airport,M,59.7875,5.3347,59.7963,5.3470,NO,Leirvik
ENSR,SOJ,Sørkjosen Airport,M,69.7833,20.9545,69.7904,20.9644,NO,Sørkjosen
ENSS,VAW,Vardø Airport, Svartnes,M,70.3503,31.0408,70.3600,31.0494,NO,Vardø
ENST,SSJ,Sandnessjøen Airport, Stokka,M,65.9524,12.4640,65.9613,12.4740,NO,Alstahaug
ENTC,TOS,Tromsø Airport,L,69.6729,18.9119,69.6937,18.9259,NO,Tromsø
ENTO,TRF,Sandefjord Airport, Torp,M,59.1732,10.2583,59.2001,10.2589,NO,Torp
ENVA,TRD,Trondheim Airport, Værnes,L,63.4566,10.8894,63.4656,10.9465,NO,Trondheim
ENVD,VDS,Vadsø Airport,M,70.0653,29.8447,,,NO,Vadsø
ENZV,SVG,Stavanger Airport, Sola,L,58.8694,5.6048,58.8950,5.6456,NO,Stavanger
EPBP,BXP,Biała Podlaska Airport,M,52.0058,23.1436,,,PL,Biała Podlaska
EPBY,BZG,Bydgoszcz Ignacy Jan Paderewski Airport,M,53.0952,17.9592,53.0984,17.9962,PL,Bydgoszcz
EPCE,,Cewice Military Airport,M,54.4134,17.7446,54.4187,17.7820,PL,Lębork
EPDE,,Deblin Military Air Base,M,51.5456,21.8781,51.5569,21.9092,PL,Dęblin
EPGD,GDN,Gdańsk Lech Wałęsa Airport,L,54.3713,18.4520,54.3811,18.4917,PL,Gdańsk
EPIR,,Inowroclaw Military Air Base,M,52.8294,18.3306,,,PL,
EPKK,KRK,John Paul II International Airport Kraków-Balice Airport,L,50.0754,19.7681,50.0802,19.8029,PL,Kraków
EPKS,,Krzesiny Military Air Base,M,52.3265,16.9502,52.3370,16.9827,PL,
EPKT,KTW,Katowice International Airport,L,50.4742,19.0546,50.4743,19.0941,PL,Katowice
EPLK,,Lask Military Air Base,M,51.5468,19.1616,51.5536,19.1960,PL,
EPLL,LCJ,Łódź Władysław Reymont Airport,M,51.7194,19.3866,51.7237,19.4063,PL,Łódź
EPLY,,Leczyca Military Air Base,M,52.0047,19.1456,,,PL,Leczyca
EPMB,,Malbork Military Air Base,M,54.0269,19.1342,54.0337,19.1936,PL,
EPMI,,Miroslawiec Military Air Base,M,53.3887,16.0674,53.4015,16.0983,PL,Mirosławiec
EPMM,,Minsk Mazowiecki Military Air Base,M,52.1954,21.6376,52.1955,21.6743,PL,
EPMO,WMI,Modlin Airport,L,52.4495,20.6336,52.4527,20.6700,PL,Warsaw
EPOK,QYD,Oksywie Military Air Base,M,54.5716,18.5038,54.5878,18.5306,PL,Gdynia
EPPO,POZ,Poznań-Ławica Airport,L,52.4182,16.8061,52.4249,16.8410,PL,Poznań
EPPW,,Powidz Military Air Base,M,52.3744,17.8274,52.3860,17.8768,PL,
EPRA,,Radom Military Air Base,M,51.3864,21.1979,51.3910,21.2256,PL,
EPRZ,RZE,Rzeszów-Jasionka Airport,M,50.1044,22.0015,50.1102,22.0540,PL,Rzeszów
EPSC,SZZ,Szczecin-Goleniów "Solidarność" Airport,M,53.5774,14.8879,53.5921,14.9165,PL,Goleniow
EPSN,,Swidwin Military Air Base,M,53.7866,15.8086,53.7947,15.8439,PL,
EPTM,,Tomaszow Mazowiecki Military Air Base,M,51.5807,20.0844,51.5884,20.1105,PL,Tomaszów Mazowiecki
EPWA,WAW,Warsaw Chopin Airport,L,52.1494,20.9467,52.1786,20.9839,PL,Warsaw
EPWR,WRO,Copernicus Wrocław Airport,L,51.0990,16.8658,51.1088,16.8980,PL,Wrocław
EPZG,IEG,Zielona Góra-Babimost Airport,M,52.1337,15.7820,52.1433,15.8151,PL,Babimost
ESCF,,Malmen Air Base,M,58.3867,15.5156,58.4056,15.5474,SE,Linköping
ESDF,RNB,Ronneby Airport,M,56.2569,15.2625,56.2776,15.2682,SE,
ESFR,,Råda Air Base,M,58.4892,13.0519,58.5070,13.0546,SE,Råda
ESGG,GOT,Gothenburg-Landvetter Airport,L,57.6495,12.2677,57.6761,12.2919,SE,Gothenburg
ESGJ,JKG,Jönköping Airport,M,57.7482,14.0630,57.7670,14.0781,SE,Jönköping
ESGL,LDK,Lidköping-Hovby Airport,M,58.4613,13.1593,58.4697,13.1895,SE,Lidköping
ESGP,GSE,Gothenburg City Airport,M,57.7659,11.8688,57.7841,11.8826,SE,Gothenburg
ESGR,KVB,Skövde Airport,M,58.4489,13.9686,58.4639,13.9767,SE,Skövde
ESGT,THN,Trollhättan-Vänersborg Airport,M,58.3115,12.3366,58.3242,12.3529,SE,Trollhättan
ESIB,,Såtenäs Air Base,M,58.4182,12.6947,58.4384,12.7254,SE,Såtenäs
ESKK,KSK,Karlskoga Airport,M,59.3396,14.4910,59.3521,14.5008,SE,
ESKM,MXX,Mora Airport,M,60.9502,14.5060,60.9656,14.5168,SE,
ESKN,NYO,Stockholm Skavsta Airport,M,58.7840,16.8804,58.8014,16.9298,SE,Stockholm / Nyköping
ESKX,,Björkvik Air Base,M,58.7908,16.5712,,,SE,Björkvik
ESMK,KID,Kristianstad Airport,M,55.9118,14.0833,55.9316,14.0877,SE,Kristianstad
ESMO,OSK,Oskarshamn Airport,M,57.3421,16.4966,57.3556,16.4988,SE,
ESMQ,KLR,Kalmar Airport,M,56.6805,16.2767,56.6968,16.2923,SE,
ESMS,MMX,Malmö Sturup Airport,L,55.5213,13.3598,55.5481,13.3789,SE,Malmö
ESMT,HAD,Halmstad Airport,M,56.6810,12.8182,56.7012,12.8222,SE,Halmstad
ESMX,VXO,Växjö Kronoberg Airport,M,56.9199,14.7241,56.9383,14.7319,SE,Växjö
ESND,EVG,Sveg Airport,M,62.0473,14.4048,62.0481,14.4373,SE,
ESNF,,Färila Air Base,M,61.8980,15.7053,,,SE,Färila
ESNG,GEV,Gällivare Airport,M,67.1288,20.7972,67.1360,20.8321,SE,Gällivare
ESNI,,Kubbe Air Base,M,63.6325,17.9360,,,SE,Kubbe
ESNK,KRF,Kramfors Sollefteå Airport,M,63.0397,17.7659,63.0575,17.7718,SE,Kramfors / Sollefteå
ESNL,LYC,Lycksele Airport,M,64.5424,18.7015,64.5567,18.7266,SE,
ESNN,SDL,Sundsvall-Härnösand Airport,M,62.5189,17.4373,62.5366,17.4511,SE,Sundsvall/ Härnösand
ESNO,OER,Örnsköldsvik Airport,M,63.4045,18.9711,63.4140,19.0054,SE,Örnsköldsvik
ESNQ,KRN,Kiruna Airport,M,67.8127,20.3203,67.8313,20.3532,SE,
ESNS,SFT,Skellefteå Airport,M,64.6221,21.0558,64.6274,21.0980,SE,Skellefteå
ESNU,UME,Umeå Airport,M,63.7831,20.2693,63.7985,20.3003,SE,Umeå
ESNV,VHM,Vilhelmina Airport,M,64.5775,16.8183,64.5806,16.8488,SE,
ESNX,AJR,Arvidsjaur Airport,M,65.5847,19.2562,65.5986,19.2988,SE,Arvidsjaur
ESNY,SOO,Söderhamn Airport,M,61.2543,17.0809,61.2687,17.1172,SE,Söderhamn
ESNZ,OSD,Östersund Airport,M,63.1894,14.4794,63.2007,14.5246,SE,Östersund
ESOE,ORB,Örebro Airport,M,59.2110,15.0328,59.2339,15.0420,SE,Örebro
ESOH,HFS,Hagfors Airport,M,60.0133,13.5781,60.0268,13.5797,SE,
ESOK,KSD,Karlstad Airport,M,59.4345,13.3278,59.4549,13.3470,SE,Karlstad
ESOW,VST,Stockholm Västerås Airport,M,59.5785,16.6292,59.6012,16.6357,SE,Stockholm / Västerås
ESPA,LLA,Luleå Airport,L,65.5327,22.0974,65.5548,22.1466,SE,Luleå
ESPJ,,Hede Air Base,M,65.8383,21.4688,,,SE,
ESSA,ARN,Stockholm-Arlanda Airport,L,59.6264,17.9132,59.6664,17.9792,SE,Stockholm
ESSB,BMA,Stockholm-Bromma Airport,M,59.3501,17.9296,59.3587,17.9537,SE,Stockholm
ESSD,BLE,Borlange Airport,M,60.4151,15.4999,60.4291,15.5308,SE,
ESSF,HLF,Hultsfred Airport,M,57.5219,15.8094,57.5296,15.8385,SE,
ESSK,GVX,Gävle Sandviken Airport,M,60.5842,16.9509,60.6021,16.9515,SE,Gävle / Sandviken
ESSL,LPI,Linköping City Airport,M,58.4027,15.6634,58.4099,15.6971,SE,Linköping
ESSP,NRK,Norrköping Airport,M,58.5858,16.2317,58.5902,16.2696,SE,Norrköping
ESST,TYF,Torsby Airport,M,60.1508,12.9860,60.1640,12.9969,SE,
ESSU,EKT,Eskilstuna Airport,M,59.3426,16.7078,59.3595,16.7090,SE,Eskilstuna
ESSV,VBY,Visby Airport,M,57.6490,18.3297,57.6712,18.3522,SE,Visby
ESTA,AGH,Ängelholm-Helsingborg Airport,M,56.2852,12.8442,56.3080,12.8659,SE,Ängelholm
ESTL,,Ljungbyhed Airport,M,56.0793,13.1779,56.0885,13.2288,SE,Ljungbyhed
ESUA,,Åmsele Air Base,M,64.5706,19.3141,,,SE,Åmsele
ESUD,SQO,Storuman Airport,M,64.9519,17.6851,64.9699,17.7083,SE,
ESUF,,Fällfors Air Base,M,65.1076,20.7611,,,SE,Fällfors
ESUP,PJA,Pajala Airport,M,67.2428,23.0545,67.2488,23.0835,SE,
ESUT,HMV,Hemavan Airport,M,65.7993,15.0752,65.8120,15.0913,SE,
ETAD,SPM,Spangdahlem Air Base,M,49.9668,6.6836,49.9863,6.7135,DE,Trier
ETAR,RMS,Ramstein Air Base,L,49.4326,7.5788,49.4377,7.6225,DE,Ramstein
ETHB,,Buckeburg Airport,M,52.2766,9.0691,52.2802,9.0953,DE,
ETHC,ZCN,Celle Airport,M,52.5899,10.0088,52.5925,10.0355,DE,
ETHE,ZPQ,Rheine Bentlage Airport,M,52.2908,7.3833,52.2913,7.3907,DE,
ETHF,FRZ,Fritzlar Airport,M,51.1122,9.2794,51.1168,9.2925,DE,Fritzlar
ETHL,,Laupheim Airport,M,48.2199,9.8990,48.2258,9.9211,DE,
ETHM,,Mendig Airport,M,50.3642,7.3043,50.3678,7.3264,DE,
ETHN,,Niederstetten Airport,M,49.3907,9.9515,49.3930,9.9648,DE,Niederstetten
ETHR,,Roth Airport,M,49.2172,11.0963,49.2177,11.1038,DE,
ETHS,,Fassberg Airport,M,52.9123,10.1657,52.9201,10.2020,DE,
ETIC,,Grafenwohr Army Air Field,M,49.6951,11.9360,49.7023,11.9443,DE,
ETIH,,Hohenfels Army Air Field,M,49.2181,11.8317,49.2181,11.8406,DE,
ETMN,FCN,Nordholz Naval Airbase,M,53.7654,8.6404,53.7699,8.6766,DE,Cuxhaven
ETND,,Diepholz Airport,M,52.5850,8.3319,52.5860,8.3502,DE,Diepholz
ETNG,GKE,Geilenkirchen Airport,M,50.9607,6.0200,50.9610,6.0635,DE,
ETNH,,Hohn Airport,M,54.3102,9.5197,54.3142,9.5566,DE,
ETNJ,,Jever Airport,M,53.5313,7.8703,53.5358,7.9070,DE,
ETNL,RLG,Rostock-Laage Airport,M,53.9165,12.2603,53.9197,12.2982,DE,Rostock
ETNN,QOE,Norvenich Airport,M,50.8268,6.6422,50.8355,6.6740,DE,
ETNS,WBG,Schleswig Airport,M,54.4520,9.5025,54.4667,9.5320,DE,
ETNT,,Wittmundhafen Airport,M,53.5457,7.6493,53.5502,7.6853,DE,
ETNU,FNB,Neubrandenburg Airport,M,53.6020,13.2887,53.6024,13.3233,DE,Neubrandenburg
ETNW,,Wunstorf Airport,M,52.4450,9.4135,52.4587,9.4408,DE,
ETOR,,Coleman Army Air Field,M,49.5609,8.4586,49.5662,8.4682,DE,
ETOU,WIE,Wiesbaden Army Airfield,M,50.0471,8.3110,50.0526,8.3398,DE,Wiesbaden
ETSA,,Landsberg Lech Airport,M,48.0677,10.8928,48.0733,10.9192,DE,
ETSB,,Buchel Airport,M,50.1640,7.0547,50.1836,7.0719,DE,
ETSE,,Erding Airport,M,48.3202,11.9320,48.3247,11.9653,DE,
ETSF,FEL,Fürstenfeldbruck Airport,M,48.2050,11.2488,48.2062,11.2855,DE,Fürstenfeldbruck
ETSH,,Holzdorf Airport,M,51.7672,13.1502,51.7685,13.1852,DE,
ETSI,IGS,Ingolstadt Manching Airport,M,48.7045,11.5155,48.7249,11.5558,DE,Manching
ETSL,,Lechfeld Airport,M,48.1759,10.8532,48.1951,10.8691,DE,
ETSN,,Neuburg Airport,M,48.7108,11.1950,48.7112,11.2282,DE,
ETUO,GUT,Gütersloh Airport,M,51.9226,8.2900,51.9230,8.3227,DE,Gütersloh
EVDA,DGP,Daugavpils Intrenational Airport,M,55.9447,26.6650,,,LV,Daugavpils
EVKA,,Jēkabpils Airport,M,56.5347,25.8925,,,LV,Jēkabpils
EVLA,LPX,Liepāja International Airport,M,56.5145,21.0818,56.5206,21.1124,LV,Liepāja
EVRA,RIX,Riga International Airport,L,56.9123,23.9693,56.9351,23.9731,LV,Riga
EVTA,,Tukums Air Base,M,56.9422,23.2239,,,LV,Tukums
EVVA,VNT,Ventspils International Airport,M,57.3531,21.5379,57.3625,21.5504,LV,Ventspils
EYKA,KUN,Kaunas International Airport,M,54.9627,24.0595,54.9651,24.1085,LT,Kaunas
EYKD,,Kėdainiai Air Base,M,55.3117,23.9564,,,LT,Kėdainiai
EYPA,PLQ,Palanga International Airport,M,55.9645,21.0903,55.9818,21.0973,LT,Palanga
EYPP,PNV,Panevėžys Air Base,M,55.7228,24.4506,55.7361,24.4722,LT,Panevėžys
EYSA,SQQ,Šiauliai International Airport,M,55.8797,23.3780,55.9069,23.4106,LT,Šiauliai
EYSB,HLJ,Barysiai Airport,M,56.0695,23.5503,56.0716,23.5658,LT,Barysiai
EYVI,VNO,Vilnius International Airport,L,54.6237,25.2785,54.6446,25.2931,LT,Vilnius
FAAB,ALJ,Alexander Bay Airport,M,-28.5829,16.5220,-28.5670,16.5370,ZA,Alexander Bay
FAAG,AGZ,Aggeneys Airport,M,-29.2880,18.8057,-29.2756,18.8221,ZA,Aggeneys
FABE,BIY,Bisho Airport,M,-32.9034,27.2680,-32.8909,27.2903,ZA,Bisho
FABL,BFN,Bram Fischer International Airport,M,-29.1051,26.2854,-29.0820,26.3075,ZA,Bloemfontain
FABR,,Barberton Airport,M,-25.7169,30.9752,,,ZA,Umjindi (Barberton)
FACT,CPT,Cape Town International Airport,L,-33.9877,18.5975,-33.9598,18.6104,ZA,Cape Town
FADN,,Durban International Airport,M,-29.9791,30.9432,-29.9611,30.9579,ZA,Durban
FAEL,ELS,Ben Schoeman Airport,M,-33.0420,27.8116,-33.0306,27.8324,ZA,East London
FAEO,,Ermelo Airport,M,-26.4983,29.9727,-26.4929,29.9868,ZA,Ermelo
FAFB,FCB,Ficksburg Sentraoes Airport,M,-28.8263,27.9027,-28.8199,27.9151,ZA,Ficksburg
FAGC,GCJ,Grand Central Airport,M,-25.9936,28.1359,-25.9790,28.1442,ZA,Midrand
FAGG,GRJ,George Airport,L,-34.0059,22.3677,-34.0052,22.3893,ZA,George
FAGM,QRA,Rand Airport,M,-26.2477,28.1405,-26.2354,28.1577,ZA,Johannesburg
FAHR,HRS,Harrismith Airport,M,-28.2388,29.1018,-28.2313,29.1106,ZA,Harrismith
FAJS,JNB,OR Tambo International Airport,L,-26.1647,28.2343,-26.1080,28.2573,ZA,Johannesburg
FAKD,KXE,P C Pelser Airport,M,-26.8776,26.7162,-26.8623,26.7244,ZA,Klerksdorp
FAKM,KIM,Kimberley Airport,M,-28.8203,24.7510,-28.7931,24.7754,ZA,Kimberley
FAKN,MQP,Kruger Mpumalanga International Airport,M,-25.3953,31.0965,-25.3721,31.1137,ZA,Mpumalanga
FAKU,KMH,Johan Pienaar Airport,M,-27.4643,23.4108,-27.4490,23.4120,ZA,Kuruman
FAKZ,KLZ,Kleinsee Airport,M,-29.6951,17.0934,-29.6817,17.0946,ZA,Kleinsee
FALA,HLA,Lanseria Airport,M,-25.9478,27.9149,-25.9292,27.9373,ZA,Johannesburg
FALC,LMR,Lime Acres Finsch Mine Airport,M,-28.3644,23.4326,-28.3557,23.4455,ZA,Lime Acres
FALE,DUR,King Shaka International Airport,L,-29.6144,31.1197,,,ZA,Durban
FALW,SDB,Langebaanweg Airport,M,-32.9797,18.1522,-32.9585,18.1685,ZA,Langebaanweg
FALY,LAY,Ladysmith Airport,M,-28.5817,29.7436,-28.5817,29.7559,ZA,Ladysmith
FAMD,AAM,Malamala Airport,M,-24.8225,31.5406,-24.8137,31.5486,ZA,Malamala
FAMG,MGH,Margate Airport,M,-30.8630,30.3403,-30.8518,30.3457,ZA,Margate
FAMM,MBD,Mmabatho International Airport,M,-25.8176,25.5390,-25.7792,25.5570,ZA,Mafeking
FAMN,LLE,Riverside Airport,M,-25.4753,31.5599,-25.4300,31.5767,ZA,Malelane
FAMS,,Morningside Farm Airport,M,-25.7106,26.9070,-25.6983,26.9110,ZA,Silveroaks
FAMU,MZQ,Mkuze Airport,M,-27.6337,32.0406,-27.6184,32.0480,ZA,Mkuze
FANC,NCS,Newcastle Airport,M,-27.7707,29.9692,-27.7705,29.9845,ZA,Newcastle
FAOH,OUH,Oudtshoorn Airport,M,-33.6144,22.1870,-33.5995,22.1910,ZA,Oudtshoorn
FAPE,PLZ,Port Elizabeth Airport,M,-33.9963,25.6016,-33.9835,25.6266,ZA,Port Elizabeth
FAPG,PBZ,Plettenberg Bay Airport,M,-34.0912,23.3213,-34.0882,23.3343,ZA,Plettenberg Bay
FAPH,PHW,Hendrik Van Eck Airport,M,-23.9424,31.1553,-23.9301,31.1567,ZA,Phalaborwa
FAPI,,Pietersburg Municipal Airport,M,-23.9311,29.4747,-23.9211,29.4941,ZA,Polokwane
FAPJ,JOH,Port St Johns Airport,M,-31.6080,29.5146,-31.6037,29.5249,ZA,Port St Johns
FAPM,PZB,Pietermaritzburg Airport,M,-29.6544,30.3937,-29.6435,30.4036,ZA,Pietermaritzburg
FAPP,PTG,Polokwane International Airport,M,-23.8604,29.4473,-23.8373,29.4613,ZA,Potgietersrus
FAPS,PCF,Potchefstroom Airport,M,-26.6775,27.0803,-26.6645,27.0880,ZA,Potchefstroom
FAQT,UTW,Queenstown Airport,M,-31.9206,26.8759,-31.9198,26.8885,ZA,Queenstown
FARB,RCB,Richards Bay Airport,M,-28.7459,32.0884,-28.7362,32.0958,ZA,Richards Bay
FARG,,Rustenburg Airport,M,-25.6489,27.2675,-25.6397,27.2747,ZA,Rustenburg
FARS,ROD,Robertson Airport,M,-33.8133,19.8988,-33.8100,19.9180,ZA,Robertson
FASB,SBU,Springbok Airport,M,-29.6913,17.9318,-29.6874,17.9474,ZA,Springbok
FASC,ZEC,Secunda Airport,M,-26.5241,29.1647,-26.5240,29.1756,ZA,Secunda
FASD,,Saldanha /Vredenburg Airport,M,-32.9705,17.9690,-32.9576,17.9696,ZA,Saldanha-Vredenburg
FASS,SIS,Sishen Airport,M,-27.6559,22.9952,-27.6413,23.0034,ZA,Sishen
FASZ,SZK,Skukuza Airport,M,-24.9673,31.5856,-24.9546,31.5919,ZA,Skukuza
FATZ,LTA,Tzaneen Airport,M,-23.8285,30.3238,-23.8204,30.3348,ZA,Tzaneen
FAUL,ULD,Prince Mangosuthu Buthelezi Airport,M,-28.3255,31.4127,-28.3132,31.4222,ZA,Ulundi
FAUP,UTN,Pierre Van Ryneveld Airport,M,-28.4194,21.2520,-28.3799,21.2744,ZA,Upington
FAUT,UTT,K. D. Matanzima Airport,M,-31.5515,28.6647,-31.5422,28.6839,ZA,Mthatha
FAVB,VRU,Vryburg Airport,M,-26.9876,24.7271,-26.9772,24.7304,ZA,Vyrburg
FAVG,VIR,Virginia Airport,M,-29.7743,31.0562,-29.7669,31.0606,ZA,Durban
FAVR,VRE,Vredendal Airport,M,-31.6442,18.5391,-31.6377,18.5505,ZA,Vredendal
FAVV,,Vereeniging Airport,M,-26.5773,27.9560,-26.5630,27.9653,ZA,Vereeniging
FAWB,PRY,Wonderboom Airport,M,-25.6623,28.2121,-25.6533,28.2303,ZA,Pretoria
FAWK,WKF,Waterkloof Air Force Base,M,-25.8441,28.2187,-25.8141,28.2321,ZA,Pretoria
FAYP,,Ysterplaat Air Force Base,M,-33.9074,18.4977,-33.8931,18.4989,ZA,Cape Town
FBFT,FRW,Francistown Airport,M,-21.1710,27.4641,-21.1583,27.4898,BW,Francistown
FBJW,JWA,Jwaneng Airport,M,-24.6055,24.6835,-24.5992,24.6984,BW,
FBKE,BBK,Kasane Airport,M,-17.8358,25.1535,-17.8299,25.1713,BW,Kasane
FBMN,MUB,Maun Airport,M,-19.9762,23.4224,-19.9689,23.4398,BW,Maun
FBSK,GBE,Sir Seretse Khama International Airport,M,-24.5617,25.9052,-24.5488,25.9312,BW,Gaborone
FBSN,SXN,Sua Pan Airport,M,-20.5550,26.1081,-20.5517,26.1234,BW,
FBSP,PKW,Selebi Phikwe Airport,M,-22.0600,27.8203,-22.0567,27.8372,BW,
FCBB,BZV,Maya-Maya Airport,M,-4.2613,15.2416,-4.2421,15.2644,CG,Brazzaville
FCOO,FTX,Owando Airport,M,-0.5328,15.9422,-0.5299,15.9580,CG,Owando
FCOU,OUE,Ouesso Airport,M,1.6071,16.0356,1.6250,16.0402,CG,
FCPL,DIS,Ngot Nzoungou Airport,M,-4.2063,12.6599,,,CG,Dolisie
FCPP,PNR,Pointe Noire Airport,M,-4.8274,11.8838,-4.8046,11.8894,CG,Pointe Noire
FDMS,MTS,Matsapha Airport,M,-26.5360,31.2970,-26.5220,31.3180,SZ,Manzini
FEFF,BGF,Bangui M'Poko International Airport,M,4.3871,18.5159,4.4098,18.5217,CF,Bangui
FEFT,BBT,Berbérati Airport,M,4.2141,15.7847,4.2291,15.7881,CF,Berbérati
FGBT,BSG,Bata Airport,M,1.8987,9.7998,1.9123,9.8116,GQ,
FGSL,SSG,Malabo Airport,M,3.7454,8.6999,3.7651,8.7175,GQ,Malabo
FHAW,ASI,RAF Ascension Island,M,-7.9758,-14.4060,-7.9634,-14.3813,SH,Ascension Island
FIMP,MRU,Sir Seewoosagur Ramgoolam International Airport,M,-20.4372,57.6693,-20.4233,57.6980,MU,Port Louis
FIMR,RRG,Sir Charles Gaetan Duval Airport,M,-19.7592,63.3551,-19.7561,63.3669,MU,Port Mathurin
FJDG,NKW,Diego Garcia Naval Support Facility,M,-7.3220,72.3970,-7.3046,72.4252,IO,Diego Garcia
FKKC,TKC,Tiko Airport,M,4.0847,9.3563,4.0937,9.3648,CM,Tiko
FKKD,DLA,Douala International Airport,M,4.0002,9.7080,4.0119,9.7310,CM,Douala
FKKL,MVR,Salak Airport,M,10.4454,14.2500,10.4574,14.2648,CM,Maroua
FKKM,FOM,Foumban Nkounja Airport,M,5.6294,10.7450,5.6444,10.7566,CM,Foumban
FKKN,NGE,N'Gaoundéré Airport,M,7.3460,13.5547,7.3680,13.5637,CM,N'Gaoundéré
FKKR,GOU,Garoua International Airport,M,9.3349,13.3548,9.3369,13.3854,CM,Garoua
FKKU,BFX,Bafoussam Airport,M,5.5274,10.3484,5.5464,10.3607,CM,Bafoussam
FKKV,BPC,Bamenda Airport,M,6.0281,10.1209,6.0504,10.1244,CM,Bamenda
FKKY,YAO,Yaoundé Airport,M,3.8278,11.5198,3.8442,11.5271,CM,Yaoundé
FKYS,NSI,Yaoundé Nsimalen International Airport,M,3.7074,11.5506,3.7377,11.5559,CM,Yaoundé
FLKE,ZKP,Kasompe Airport,M,-12.5744,27.8879,-12.5712,27.9007,ZM,Kasompe
FLLC,,Lusaka City Airport,M,-15.4166,28.3217,-15.4110,28.3397,ZM,Lusaka
FLLI,LVI,Livingstone Airport,M,-17.8223,25.8097,-17.8121,25.8312,ZM,Livingstone
FLLS,LUN,Lusaka International Airport,M,-15.3324,28.4343,-15.3234,28.4709,ZM,Lusaka
FLMF,MFU,Mfuwe Airport,M,-13.2602,31.9265,-13.2576,31.9466,ZM,Mfuwe
FLMG,MNR,Mongu Airport,M,-15.2551,23.1553,-15.2540,23.1693,ZM,Mongu
FLND,NLA,Ndola Airport,M,-12.9989,28.6540,-12.9973,28.6773,ZM,Ndola
FLSO,KIW,Southdowns Airport,M,-12.9029,28.1409,-12.8980,28.1588,ZM,Kitwe
FMCH,HAH,Prince Said Ibrahim International Airport,M,-11.5466,43.2696,-11.5207,43.2741,KM,Moroni
FMCI,NWA,Mohéli Bandar Es Eslam Airport,M,-12.3013,43.7614,-12.2949,43.7714,KM,
FMCV,AJN,Ouani Airport,M,-12.1320,44.4242,-12.1310,44.4365,KM,Ouani
FMCZ,DZA,Dzaoudzi Pamandzi International Airport,M,-12.8167,45.2779,-12.8022,45.2865,YT,Dzaoudzi
FMEE,RUN,Roland Garros Airport,M,-20.8950,55.5042,-20.8842,55.5347,RE,St Denis
FMEP,ZSE,Pierrefonds Airport,M,-21.3252,55.4193,-21.3166,55.4306,RE,St Pierre
FMMI,TNR,Ivato Airport,M,-18.7991,47.4643,-18.7948,47.4933,MG,Antananarivo
FMMN,ZVA,Miandrivazo Airport,M,-19.5670,45.4481,-19.5586,45.4537,MG,
FMMS,SMS,Sainte Marie Airport,M,-17.0990,49.8156,-17.0895,49.8167,MG,
FMMT,TMM,Toamasina Airport,M,-18.1194,49.3914,-18.0996,49.3937,MG,
FMMV,MOQ,Morondava Airport,M,-20.2878,44.3117,-20.2811,44.3291,MG,
FMNA,DIE,Arrachart Airport,M,-12.3532,49.2861,-12.3456,49.2974,MG,
FMNC,WMR,Mananara Nord Airport,M,-16.1645,49.7679,-16.1633,49.7796,MG,Mananara Nord
FMND,ZWA,Andapa Airport,M,-14.6572,49.6200,-14.6458,49.6211,MG,
FMNH,ANM,Antsirabato Airport,M,-15.0046,50.3186,-14.9943,50.3219,MG,
FMNL,HVA,Analalava Airport,M,-14.6307,47.7583,-14.6287,47.7693,MG,
FMNM,MJN,Amborovy Airport,M,-15.6738,46.3442,-15.6605,46.3594,MG,
FMNN,NOS,Fascene Airport,M,-13.3193,48.3079,-13.3048,48.3217,MG,Nosy Be
FMNQ,BPY,Besalampy Airport,M,-16.7445,44.4759,-16.7401,44.4869,MG,
FMNR,WMN,Maroantsetra Airport,M,-15.4414,49.6836,-15.4342,49.6931,MG,
FMNS,SVB,Sambava Airport,M,-14.2850,50.1717,-14.2739,50.1778,MG,
FMNV,VOH,Vohimarina Airport,M,-13.3797,49.9983,-13.3719,50.0072,MG,
FMNW,WAI,Ambalabe Airport,M,-14.9055,47.9936,-14.8920,47.9942,MG,Antsohihy
FMSD,FTU,Tôlanaro Airport,M,-25.0434,46.9505,-25.0351,46.9622,MG,Tôlanaro
FMSF,WFI,Fianarantsoa Airport,M,-21.4442,47.1064,-21.4389,47.1170,MG,
FMSK,WVK,Manakara Airport,M,-22.1242,48.0186,-22.1153,48.0250,MG,
FMSM,MNJ,Mananjary Airport,M,-21.2080,48.3556,-21.1955,48.3610,MG,
FMSR,MXM,Morombe Airport,M,-21.7590,43.3725,-21.7487,43.3785,MG,
FMST,TLE,Toliara Airport,M,-23.3916,43.7246,-23.3751,43.7327,MG,
FNBC,SSY,Mbanza Congo Airport,M,-6.2773,14.2436,-6.2625,14.2505,AO,Mbanza Congo
FNBG,BUG,Benguela Airport,M,-12.6137,13.3981,-12.6044,13.4094,AO,Benguela
